Timestamp,BidPrice,BidSize,AskPrice,AskSize,LastPrice,MarkPrice,Volume,ImpliedVol,Delta,Gamma,Vega,Theta,UnderlyingPrice,PriceOfSale,QuantityOfSale,TotalVol,VWAP,FilledBySingleMM,RTM
1723575785566,12.400000,,,,,,,,,,,,,,,,,ITM3
1723575785567,,25.000000,12.700000,27.000000,12.200000,,,,,,,,,,,,,ITM3
1723575785568,,25.000000,,27.000000,,12.700000,49099.000000,0.296218,0.724525,0.019943,0.188789,-2.248932,5429.920000,,,,,ITM3
1723575787423,,,,,,,,,,,,,,12.700000,10.000000,49115.000000,5.331000,ITM3
1723575787441,,,,,,,,0.296218,0.725123,0.019921,0.188588,-2.218932,5429.950000,,,,,ITM3
1723575787645,12.500000,26.000000,,15.000000,,,,,,,,,,,,,,ITM3
1723575787737,,,,,,12.800000,,,,,,,,,,,,ITM3
1723575787739,,,12.800000,26.000000,12.700000,,49103.000000,,,,,,,,,,,ITM3
1723575787942,12.600000,,,,,,,,,,,,,,,,,ITM3
1723575787943,,1.000000,,25.000000,,,,,,,,,,,,,,ITM3
1723575788443,,22.000000,12.900000,27.000000,,,,,,,,,,,,,,ITM3
1723575788643,,,,,,12.820572,,,,,,,,,,,,ITM3
1723575788740,,,,,,,49104.000000,,,,,,,,,,,ITM3
1723575789176,12.700000,1.000000,,26.000000,,,,,,,,,,,,,,ITM3
1723575789243,,23.000000,,17.000000,,,,,,,,,,,,,,ITM3
1723575789443,,,,,,,,0.296218,0.727905,0.019821,0.187646,-2.578932,5430.090000,,,,,ITM3
1723575789539,12.600000,24.000000,,18.000000,,,,,,,,,,,,,,ITM3
1723575789942,12.700000,1.000000,,,,,,,,,,,,,,,,ITM3
1723575790931,,,,,,,,,,,,,,12.800000,12.000000,49127.000000,5.333000,ITM3
1723575790943,,,,19.000000,,,,,,,,,,,,,,ITM3
1723575791247,,,,,12.800000,12.800000,49106.000000,,,,,,,,,,,ITM3
1723575791248,12.600000,22.000000,,,,,,,,,,,,,,,,ITM3
1723575791550,,,,,,,,0.326316,0.709874,0.018559,0.193555,-2.638933,5430.130000,,,,,ITM3
1723575791748,12.500000,12.000000,12.800000,26.000000,,,,,,,,,,,,,,ITM3
1723575791852,12.600000,15.000000,,,,,,,,,,,,,,,,ITM3
1723575792044,,12.000000,,10.000000,,,,,,,,,,,,,,ITM3
1723575792447,12.500000,12.000000,,,,,,,,,,,,,,,,ITM3
1723575792557,,9.000000,12.700000,1.000000,,,,,,,,,,,,,,ITM3
1723575792743,12.400000,,,,,,,,,,,,,,,,,ITM3
1723575792744,,27.000000,,13.000000,,,,,,,,,,,,,,ITM3
1723575793246,,,,,,12.700000,,,,,,,,,,,,ITM3
1723575793444,12.500000,1.000000,,,,,,,,,,,,,,,,ITM3
1723575793553,,,,,,,,0.326316,0.708387,0.018604,0.194016,-2.718933,5430.050000,,,,,ITM3
1723575793648,12.400000,14.000000,,,,,,,,,,,,,,,,ITM3
1723575795048,,,,12.000000,,,,,,,,,,,,,,ITM3
1723575795607,,,,,,,,0.326316,0.707829,0.018620,0.194187,-2.748933,5430.020000,,,,,ITM3
1723575795954,12.500000,25.000000,12.800000,12.000000,,12.800000,,,,,,,,,,,,ITM3
1723575796054,12.600000,15.000000,,10.000000,,,,,,,,,,,,,,ITM3
1723575796262,,13.000000,12.900000,18.000000,,,,,,,,,,,,,,ITM3
1723575796353,,14.000000,12.800000,1.000000,,,,,,,,,,,,,,ITM3
1723575796554,,,12.900000,,,,,,,,,,,,,,,ITM3
1723575796555,,,,18.000000,,,,,,,,,,,,,,ITM3
1723575796852,,2.000000,12.800000,16.000000,,,,,,,,,,,,,,ITM3
1723575797258,,1.000000,,18.000000,,,,,,,,,,,,,,ITM3
1723575797354,12.500000,16.000000,,,,,,,,,,,,,,,,ITM3
1723575797457,,,,,,,,0.326316,0.708015,0.018615,0.194130,-2.738933,5430.030000,,,,,ITM3
1723575797539,,,,,,,,,,,,,,12.600000,1.000000,49128.000000,5.333000,ITM3YES
1723575797564,,,12.700000,1.000000,,,,,,,,,,,,,,ITM3
1723575797664,,,12.800000,18.000000,,,,,,,,,,,,,,ITM3
1723575797855,,,12.700000,24.000000,12.600000,,49107.000000,,,,,,,,,,,ITM3
1723575797957,,,,,,12.700000,,,,,,,,,,,,ITM3
1723575797961,,,12.800000,,,,,,,,,,,,,,,ITM3
1723575797962,,1.000000,,18.000000,,,,,,,,,,,,,,ITM3
1723575798256,12.600000,,,,,,,,,,,,,,,,,ITM3
1723575798257,,1.000000,,16.000000,,,,,,,,,,,,,,ITM3
1723575798358,12.500000,,,,,,,,,,,,,,,,,ITM3
1723575798359,,27.000000,,17.000000,,,,,,,,,,,,,,ITM3
1723575798954,,,,,,12.800000,,,,,,,,,,,,ITM3
1723575799064,12.600000,1.000000,,16.000000,,,,,,,,,,,,,,ITM3
1723575799259,,15.000000,,1.000000,,,,,,,,,,,,,,ITM3
1723575799460,,16.000000,12.900000,20.000000,,,,,,,,,,,,,,ITM3
1723575799463,,,,,,,,0.326316,0.708574,0.018598,0.193958,-2.508933,5430.060000,,,,,ITM3
1723575799660,,,12.800000,1.000000,,,,,,,,,,,,,,ITM3
1723575799956,,,,,,12.820572,,,,,,,,,,,,ITM3
1723575799962,,,12.900000,20.000000,,,,,,,,,,,,,,ITM3
1723575800659,12.700000,1.000000,,,,,,,,,,,,,,,,ITM3
1723575801562,,,,,,,,0.326316,0.710616,0.018537,0.193324,-2.398933,5430.170000,,,,,ITM3
1723575801665,,,,,,12.800000,,,,,,,,,,,,ITM3
1723575801667,,,12.800000,,,,,,,,,,,,,,,ITM3
1723575801668,,,,1.000000,,,,,,,,,,,,,,ITM3
1723575801965,,,12.900000,,,,,,,,,,,,,,,ITM3
1723575801966,,,,20.000000,,,,,,,,,,,,,,ITM3
1723575802164,,21.000000,,12.000000,,,,,,,,,,,,,,ITM3
1723575802267,,23.000000,13.000000,28.000000,,,,,,,,,,,,,,ITM3
1723575802366,,,12.900000,1.000000,,,,,,,,,,,,,,ITM3
1723575802669,,,,,,12.820572,,,,,,,,,,,,ITM3
1723575803366,,3.000000,,21.000000,,,,,,,,,,,,,,ITM3
1723575803469,,,,,,,,0.326316,0.710245,0.018548,0.193440,-2.418933,5430.150000,,,,,ITM3
1723575804364,,2.000000,,,,,,,,,,,,,,,,ITM3
1723575805329,,,,,,,,,,,,,,12.700000,11.000000,49139.000000,5.335000,ITM3
1723575805367,,5.000000,,,,,,,,,,,,,,,,ITM3
1723575805426,,,,,,,,,,,,,,12.600000,2.000000,49141.000000,5.335000,ITM3
1723575805475,,,,,,,,0.326316,0.709688,0.018565,0.193613,-2.448933,5430.120000,,,,,ITM3
1723575805973,,,,,,12.800000,,,,,,,,,,,,ITM3
1723575805976,12.600000,2.000000,12.700000,10.000000,12.700000,,49108.000000,,,,,,,,,,,ITM3
1723575806074,12.500000,1.000000,,1.000000,12.600000,,49109.000000,,,,,,,,,,,ITM3
1723575806170,,11.000000,,,,,,,,,,,,,,,,ITM3
1723575806276,,,12.800000,22.000000,,,,,,,,,,,,,,ITM3
1723575806376,,10.000000,12.700000,1.000000,,,,,,,,,,,,,,ITM3
1723575806870,,12.000000,12.800000,20.000000,,,,,,,,,,,,,,ITM3
1723575806973,,,,,,12.700000,,,,,,,,,,,,ITM3
1723575806974,,10.000000,12.700000,1.000000,,,,,,,,,,,,,,ITM3
1723575807370,12.400000,26.000000,,,,,,,,,,,,,,,,ITM3
1723575807474,,,,,,,,0.316367,0.713865,0.019018,0.192291,-2.538933,5430.030000,,,,,ITM3
1723575808383,,28.000000,,,,,,,,,,,,,,,,ITM3
1723575808384,,,,2.000000,,,,,,,,,,,,,,ITM3
1723575808473,12.500000,1.000000,,1.000000,,,,,,,,,,,,,,ITM3
1723575808578,12.400000,28.000000,,,,,,,,,,,,,,,,ITM3
1723575808776,,,,,,12.800000,,,,,,,,,,,,ITM3
1723575808778,12.600000,12.000000,12.900000,19.000000,,,,,,,,,,,,,,ITM3
1723575808882,,15.000000,12.800000,1.000000,,,,,,,,,,,,,,ITM3
1723575808974,,,12.900000,20.000000,,,,,,,,,,,,,,ITM3
1723575809436,,,,,,,,,,,,,,13.000000,3.000000,49144.000000,5.335000,ITM3YES
1723575809580,,,,,,,,0.316367,0.714436,0.019000,0.192110,-2.508933,5430.060000,,,,,ITM3
1723575809773,,,,,,12.820572,,,,,,,,,,,,ITM3
1723575809879,,14.000000,,22.000000,,,,,,,,,,,,,,ITM3
1723575809977,,,,,,,49141.000000,,,,,,,,,,,ITM3
1723575809979,12.800000,,,,,,,,,,,,,,,,,ITM3
1723575809980,,9.000000,13.000000,28.000000,,,,,,,,,,,,,,ITM3
1723575810081,,,13.100000,25.000000,13.000000,,49144.000000,,,,,,,,,,,ITM3
1723575810186,,1.000000,13.000000,18.000000,,,,,,,,,,,,,,ITM3
1723575810285,,18.000000,,,,,,,,,,,,,,,,ITM3
1723575811079,12.700000,20.000000,,19.000000,,,,,,,,,,,,,,ITM3
1723575811624,,,,,,,,0.336195,0.710829,0.017985,0.193269,-2.478932,5430.490000,,,,,ITM3
1723575812081,,21.000000,,,,,,,,,,,,,,,,ITM3
1723575812184,12.800000,26.000000,13.100000,28.000000,,,,,,,,,,,,,,ITM3
1723575812981,,,13.000000,9.000000,,,,,,,,,,,,,,ITM3
1723575813237,,,,,,,,,,,,,,12.900000,1.000000,49145.000000,5.335000,ITM3YES
1723575813384,,,,,,,,0.336195,0.711369,0.017969,0.193100,-2.448932,5430.520000,,,,,ITM3
1723575814140,,,,,,,,,,,,,,13.000000,2.000000,49147.000000,5.336000,ITM3YES
1723575814585,,,,10.000000,,,,,,,,,,,,,,ITM3
1723575814786,,,,,,,49146.000000,,,,,,,,,,,ITM3
1723575815284,12.700000,,,,,,,,,,,,,,,,,ITM3
1723575815285,,4.000000,12.900000,13.000000,,,,,,,,,,,,,,ITM3
1723575815388,,21.000000,,,,,,,,,,,,,,,,ITM3
1723575815487,,,,,,,,0.336195,0.710650,0.017990,0.193325,-2.488932,5430.480000,,,,,ITM3
1723575816183,,26.000000,13.000000,8.000000,,,,,,,,,,,,,,ITM3
1723575816586,,,12.900000,,,,,,,,,,,,,,,ITM3
1723575816587,,28.000000,,1.000000,,,,,,,,,,,,,,ITM3
1723575816888,,,13.000000,,,,,,,,,,,,,,,ITM3
1723575816889,,,,8.000000,,,,,,,,,,,,,,ITM3
1723575817088,,26.000000,,,,,,,,,,,,,,,,ITM3
1723575817492,,,,,,,,0.336195,0.709569,0.018022,0.193661,-2.548932,5430.420000,,,,,ITM3
1723575818091,,27.000000,,,,,,,,,,,,,,,,ITM3
1723575818202,12.800000,14.000000,,1.000000,,,,,,,,,,,,,,ITM3
1723575819189,,15.000000,,,,,,,,,,,,,,,,ITM3
1723575819491,,,,,,,,0.336195,0.709389,0.018027,0.193717,-2.558932,5430.410000,,,,,ITM3
1723575819888,12.700000,27.000000,,,,,,,,,,,,,,,,ITM3
1723575819992,,20.000000,12.900000,20.000000,,,,,,,,,,,,,,ITM3
1723575820095,,,13.000000,26.000000,,,,,,,,,,,,,,ITM3
1723575820191,,21.000000,12.900000,17.000000,,,,,,,,,,,,,,ITM3
1723575820301,,,13.000000,26.000000,,,,,,,,,,,,,,ITM3
1723575820302,,,,26.000000,,,,,,,,,,,,,,ITM3
1723575820489,12.800000,1.000000,,,,,,,,,,,,,,,,ITM3
1723575820592,,,,27.000000,,,,,,,,,,,,,,ITM3
1723575820695,12.700000,18.000000,12.900000,13.000000,,,,,,,,,,,,,,ITM3
1723575820696,,,,13.000000,,,,,,,,,,,,,,ITM3
1723575821196,,29.000000,13.000000,26.000000,,,,,,,,,,,,,,ITM3
1723575821296,,30.000000,,,,,,,,,,,,,,,,ITM3
1723575821297,,,,27.000000,,,,,,,,,,,,,,ITM3
1723575821499,12.800000,1.000000,,,,,,,,,,,,,,,,ITM3
1723575821599,12.700000,30.000000,12.900000,11.000000,,,,,,,,,,,,,,ITM3
1723575821624,,,,,,,,0.336195,0.708848,0.018043,0.193884,-2.588932,5430.380000,,,,,ITM3
1723575821996,12.800000,1.000000,13.000000,28.000000,,,,,,,,,,,,,,ITM3
1723575822495,12.700000,23.000000,,27.000000,,,,,,,,,,,,,,ITM3
1723575822598,12.800000,1.000000,,,,,,,,,,,,,,,,ITM3
1723575822701,12.700000,22.000000,,,,,,,,,,,,,,,,ITM3
1723575822799,12.800000,1.000000,,,,,,,,,,,,,,,,ITM3
1723575823299,12.700000,23.000000,,,,,,,,,,,,,,,,ITM3
1723575823329,12.800000,1.000000,,,,,,,,,,,,,,,,ITM3
1723575823524,,,,,,,,0.336195,0.709028,0.018037,0.193829,-2.578932,5430.390000,,,,,ITM3
1723575824842,,,,26.000000,,,,,,,,,,,,,,ITM3
1723575825596,,,,,,,,0.336195,0.709930,0.018011,0.193549,-2.528932,5430.440000,,,,,ITM3
1723575827447,,,,,,,,0.336195,0.710110,0.018006,0.193493,-2.518932,5430.450000,,,,,ITM3
1723575827843,,,,25.000000,,,,,,,,,,,,,,ITM3
1723575828742,12.700000,24.000000,,26.000000,,,,,,,,,,,,,,ITM3
1723575828845,12.800000,1.000000,,27.000000,,,,,,,,,,,,,,ITM3
1723575828944,,,,28.000000,,,,,,,,,,,,,,ITM3
1723575829144,12.700000,27.000000,,,,,,,,,,,,,,,,ITM3
1723575829387,,,,,,,,0.336195,0.710470,0.017995,0.193381,-2.498932,5430.470000,,,,,ITM3
1723575829444,,29.000000,,,,,,,,,,,,,,,,ITM3
1723575830046,12.800000,,,,,,,,,,,,,,,,,ITM3
1723575830047,,1.000000,,,,,,,,,,,,,,,,ITM3
1723575831149,,,,27.000000,,,,,,,,,,,,,,ITM3
1723575831458,,,,,,,,0.336195,0.710110,0.018006,0.193493,-2.518932,5430.450000,,,,,ITM3
1723575831553,12.700000,6.000000,12.900000,23.000000,,,,,,,,,,,,,,ITM3
1723575831651,,16.000000,13.000000,27.000000,,,,,,,,,,,,,,ITM3
1723575831953,,20.000000,,,,,,,,,,,,,,,,ITM3
1723575832210,,,,,,,,,,,,,,13.000000,1.000000,49148.000000,5.336000,ITM3YES
1723575832410,,,,,,,,,,,,,,13.100000,2.000000,49150.000000,5.336000,ITM3YES
1723575832710,,,,,,,,,,,,,,13.200000,1.000000,49151.000000,5.336000,ITM3YES
1723575832754,12.900000,20.000000,,1.000000,,12.900000,,,,,,,,,,,,ITM3
1723575832860,,1.000000,13.200000,26.000000,,,49147.000000,,,,,,,,,,,ITM3
1723575832960,,21.000000,,25.000000,,,,,,,,,,,,,,ITM3
1723575833056,13.000000,1.000000,13.300000,27.000000,,,,,,,,,,,,,,ITM3
1723575833166,12.900000,22.000000,,,,,,,,,,,,,,,,ITM3
1723575833259,13.000000,16.000000,13.200000,1.000000,,,,,,,,,,,,,,ITM3
1723575833356,,,,10.000000,13.200000,,49148.000000,,,,,,,,,,,ITM3
1723575833431,,,,,,,,0.336195,0.714237,0.017884,0.192195,-2.488932,5430.680000,,,,,ITM3
1723575833461,13.100000,1.000000,,9.000000,,,,,,,,,,,,,,ITM3
1723575833759,13.000000,16.000000,,,,,,,,,,,,,,,,ITM3
1723575833855,,1.000000,,,,13.000000,,,,,,,,,,,,ITM3
1723575834055,,13.000000,13.300000,29.000000,,,,,,,,,,,,,,ITM3
1723575834409,,,,,,,,,,,,,,13.100000,3.000000,49154.000000,5.337000,ITM3YES
1723575835059,,2.000000,,28.000000,,,,,,,,,,,,,,ITM3
1723575835561,,3.000000,,,,,,0.346009,0.709493,0.017512,0.193696,-2.448932,5430.720000,,,,,ITM3
1723575835659,12.900000,4.000000,,,,,,,,,,,,,,,,ITM3
1723575835759,13.000000,1.000000,,,,,,,,,,,,,,,,ITM3
1723575836759,,3.000000,,,,,,,,,,,,,,,,ITM3
1723575837361,,1.000000,,,,,,,,,,,,,,,,ITM3
1723575837362,,,,29.000000,,,,,,,,,,,,,,ITM3
1723575837612,,,,,,,,0.346009,0.708616,0.017537,0.193967,-2.498932,5430.670000,,,,,ITM3
1723575838363,,3.000000,,28.000000,,,,,,,,,,,,,,ITM3
1723575838762,,2.000000,,29.000000,,,,,,,,,,,,,,ITM3
1723575839617,,,,,,,,0.346009,0.709668,0.017507,0.193641,-2.438932,5430.730000,,,,,ITM3
1723575839771,,,,30.000000,,,,,,,,,,,,,,ITM3
1723575839976,,,,,,,49154.000000,,,,,,,,,,,ITM3
1723575840368,,,,,,13.257958,,,,,,,,,,,,ITM3
1723575841024,,,,,,,,,,,,,,12.900000,1.000000,49155.000000,5.337000,ITM3YES
1723575841066,,1.000000,,,,,,,,,,,,,,,,ITM3
1723575841472,12.900000,29.000000,13.100000,9.000000,,,,,,,,,,,,,,ITM3
1723575841570,,1.000000,13.000000,14.000000,,,,,,,,,,,,,,ITM3
1723575841625,,,,,,,,0.346009,0.710622,0.017635,0.191637,-2.479477,5430.690000,,,,,ITM3
1723575841670,12.800000,25.000000,,,12.900000,,49155.000000,,,,,,,,,,,ITM3
1723575841776,,12.000000,13.100000,11.000000,,,,,,,,,,,,,,ITM3
1723575841866,,,,10.000000,,,,,,,,,,,,,,ITM3
1723575842269,,,,,,13.100000,,,,,,,,,,,,ITM3
1723575842271,12.900000,,,,,,,,,,,,,,,,,ITM3
1723575842272,,1.000000,,,,,,,,,,,,,,,,ITM3
1723575842369,12.800000,,,,,,,,,,,,,,,,,ITM3
1723575842370,,12.000000,,,,,,,,,,,,,,,,ITM3
1723575842371,,12.000000,,,,,,,,,,,,,,,,ITM3
1723575842770,12.900000,1.000000,,,,,,,,,,,,,,,,ITM3
1723575842869,12.800000,12.000000,,21.000000,,,,,,,,,,,,,,ITM3
1723575843621,,,,,,,,0.255516,0.771275,0.021140,0.169634,-2.289477,5430.580000,,,,,ITM3
1723575843770,,,,,,13.000000,,,,,,,,,,,,ITM3
1723575844775,,,,,,13.100000,,,,,,,,,,,,ITM3
1723575845074,,,13.000000,25.000000,,,,,,,,,,,,,,ITM3
1723575845075,,2.000000,,25.000000,,,,,,,,,,,,,,ITM3
1723575845379,,,,,,,,0.255516,0.769580,0.021228,0.170335,-2.369477,5430.500000,,,,,ITM3
1723575845432,,,,,,,,,,,,,,12.800000,2.000000,49157.000000,5.337000,ITM3
1723575845782,,10.000000,,26.000000,12.800000,13.000000,49156.000000,,,,,,,,,,,ITM3
1723575846783,,,,,,,49157.000000,,,,,,,,,,,ITM3
1723575846785,,12.000000,,,,,,,,,,,,,,,,ITM3
1723575847001,,,,,,,,,,,,,,12.800000,10.000000,49167.000000,5.339000,ITM3YES
1723575847254,12.700000,5.000000,12.900000,12.000000,,,,,,,,,,,,,,ITM3
1723575847349,,,,,,12.900000,,,,,,,,,,,,ITM3
1723575847453,,,,,,,,0.249437,0.773268,0.021549,0.168795,-2.349478,5430.420000,,,,,ITM3
1723575847599,,,,,,,,,,,,,,12.700000,3.000000,49170.000000,5.339000,ITM3YES
1723575847950,,,,,,,49160.000000,,,,,,,,,,,ITM3
1723575847951,12.600000,1.000000,12.700000,1.000000,12.700000,,,,,,,,,,,,,ITM3
1723575848054,12.400000,26.000000,,,,,,,,,,,,,,,,ITM3
1723575848150,12.500000,2.000000,12.900000,14.000000,,,,,,,,,,,,,,ITM3
1723575848251,12.400000,27.000000,12.800000,2.000000,,,,,,,,,,,,,,ITM3
1723575848360,12.500000,1.000000,12.700000,1.000000,,,,,,,,,,,,,,ITM3
1723575848655,,,,,,12.700000,,,,,,,,,,,,ITM3
1723575848904,,,,,,,,,,,,,,12.500000,2.000000,49172.000000,5.340000,ITM3
1723575849252,,,,,12.500000,,49161.000000,,,,,,,,,,,ITM3
1723575849253,12.200000,1.000000,12.600000,1.000000,,,,,,,,,,,,,,ITM3
1723575849352,12.300000,1.000000,12.700000,4.000000,,,,,,,,,,,,,,ITM3
1723575849451,,,,,,,,0.230583,0.784740,0.022630,0.163844,-2.339478,5430.130000,,,,,ITM3
1723575849950,,4.000000,12.600000,1.000000,,,,,,,,,,,,,,ITM3
1723575850057,,3.000000,12.700000,20.000000,,,,,,,,,,,,,,ITM3
1723575850451,,4.000000,12.600000,1.000000,,,,,,,,,,,,,,ITM3
1723575850557,,3.000000,12.700000,21.000000,,,,,,,,,,,,,,ITM3
1723575851209,,,,,,,,,,,,,,12.500000,25.000000,49197.000000,5.343000,ITM3YES
1723575851459,,,,,,,,0.230583,0.783607,0.022699,0.164342,-2.389478,5430.080000,,,,,ITM3
1723575851557,,29.000000,,,,,,,,,,,,,,,,ITM3
1723575851755,,,12.600000,,,,,,,,,,,,,,,ITM3
